,CHORDIA.NS,CHORDIA FOOD PRODUCTS LTD.,,,,,,CHORDIA
,CIANAGRO.NS,CIAN Agro Industries & Infrastructure Ltd,,,,,,CIANAGRO
,TAIIND.NS,TAI INDUSTRIES LTD.-$,,,,,,TAIIND
,NKIND.NS,N.K.INDUSTRIES LTD.,,,,,,NKIND
,BKV.NS,BKV INDUSTRIES LTD.,,,,,,BKV
,NCCBLUE.NS,NCC BLUE WATER PRODUCTS LTD.,,,,,,NCCBLUE
,NORBTEAEXP.NS,NORBEN TEA & EXPORTS LTD.,,,,,,NORBTEAEXP
,ASIANTNE.NS,ASIAN TEA & EXPORTS LTD.-$,,,,,,ASIANTNE
,HERITGFOOD.NS,Heritage Foods Limited,,,,,,HERITGFOOD
,SIMRAN.NS,SIMRAN FARMS LTD.,,,,,,SIMRAN
,HINDUST.NS,HINDUSTAN AGRIGENETICS LTD.,,,,,,HINDUST
,CCL.NS,CCL PRODUCTS (INDIA) LTD.,,,,,,CCL
,KELLTONTEC.NS,Kellton Tech Solutions Ltd.,,,,,,KELLTONTEC
,SURFI.NS,SURYO FOODS & INDUSTRIES LTD.,,,,,,SURFI
,INTEGFD.NS,INTEGRATED PROTEINS LTD.,,,,,,INTEGFD
,MAHAANF.NS,MAHAAN FOODS LTD.,,,,,,MAHAANF
,RICOAUTO.NS,RICO AUTO INDUSTRIES LTD.,,,,,,RICOAUTO
,OMAXAUTO.NS,OMAX AUTOS LTD.,,,,,,OMAXAUTO
,MUNJALSHOW.NS,MUNJAL SHOWA LTD.,,,,,,MUNJALSHOW
,JAMNAAUTO.NS,JAMNA AUTO INDUSTRIES LTD.,,,,,,JAMNAAUTO
,TVSHLTD.NS,TVS Holdings Ltd,,,,,,TVSHLTD
,JTEKTINDIA.NS,Jtekt India Ltd,,,,,,JTEKTINDIA
,MUNJALAU.NS,MUNJAL AUTO INDUSTRIES LTD.,,,,,,MUNJALAU
,JAYBARMARU.NS,JAY BHARAT MARUTI LTD.,,,,,,JAYBARMARU
,RACLGEAR.NS,RACL Geartech Ltd,,,,,,RACLGEAR
,SAMKRG.NS,SAMKRG PISTONS & RINGS LTD.-$,,,,,,SAMKRG
,ECSTSTL.NS,EAST COAST STEEL LTD.,,,,,,ECSTSTL
,SICALLOG.NS,SICAL LOGISTICS LTD.,,,,,,SICALLOG
,RATNAMANI.NS,RATNAMANI METALS & TUBES LTD.-$,,,,,,RATNAMANI
,VESUVIUS.NS,VESUVIUS INDIA LTD.,,,,,,VESUVIUS
,ASAL.NS,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,,,,,,ASAL
,ARCEEIN.NS,ARCEE INDUSTRIES LTD.,,,,,,ARCEEIN
,ABCINDQ.NS,ABC INDIA LTD.-$,,,,,,ABCINDQ
,BALTE.NS,BALURGHAT TECHNOLOGIES LTD.,,,,,,BALTE
,COARO.NS,COASTAL ROADWAYS LTD.,,,,,,COARO
,SIBARAUT.NS,SIBAR AUTO PARTS LTD.,,,,,,SIBARAUT
,SHREYAS.NS,SHREYAS SHIPPING & LOGISTICS LTD.,,,,,,SHREYAS
,STARLOG.NS,Starlog Enterprises Ltd,,,,,,STARLOG
,SHVSUIT.NS,SHIVA SUITINGS LTD.,,,,,,SHVSUIT
,TITANIN.NS,Titan Intech Ltd,,,,,,TITANIN
,EUROTEXIND.NS,EUROTEX INDUSTRIES & EXPORTS LTD.,,,,,,EUROTEXIND
,ICIL.NS,INDO COUNT INDUSTRIES LTD.,,,,,,ICIL
,MARALOVER.NS,MARAL OVERSEAS LTD.,,,,,,MARALOVER
,SOMATEX.NS,SOMA TEXTILES & INDUSTRIES LTD.,,,,,,SOMATEX
,ADVLIFE.NS,ADVANCE LIFESTYLES LTD.,,,,,,ADVLIFE
,KAKTEX.NS,KAKATIYA TEXTILES LTD.,,,,,,KAKTEX
,OCTAVE.NS,Perfect-Octave Media Projects Ltd,,,,,,OCTAVE
,TRIDENT.NS,TRIDENT LTD.,,,,,,TRIDENT
,HISARSP.NS,HISAR SPINNING MILLS LTD.,,,,,,HISARSP
,ALOKINDS.NS,ALOK INDUSTRIES LTD.,,,,,,ALOKINDS
,PASARI.NS,PASARI SPINNING MILLS LTD.,,,,,,PASARI
,AMARJOTHI.NS,AMARJOTHI SPINNING MILLS LTD.,,,,,,AMARJOTHI
,OLYMPTX.NS,OLYMPIA INDUSTRIES LTD.,,,,,,OLYMPTX
,NAGREEKEXP.NS,NAGREEKA EXPORTS LTD.-$,,,,,,NAGREEKEXP
,SUDTIND-B.NS,SUDITI INDUSTRIES LTD.,,,,,,SUDTIND-B
,SBFL.NS,Shree Bhavya Fabrics Ltd,,,,,,SBFL
,GEMSPIN.NS,GEM SPINNERS INDIA LTD.,,,,,,GEMSPIN
,EUREKAI.NS,EUREKA INDUSTRIES LTD.,,,,,,EUREKAI
,ADITYASP.NS,ADITYA SPINNERS LTD.,,,,,,ADITYASP
,PRIMEURB.NS,PRIME URBAN DEVELOPMENT INDIA LTD.,,,,,,PRIMEURB
,DHANFAB.NS,DHANLAXMI FABRICS LTD.,,,,,,DHANFAB
,SLSTLQ.NS,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,,,,,,SLSTLQ
,ZODIACLOTH.NS,ZODIAC CLOTHING CO.LTD.,,,,,,ZODIACLOTH
,SRMCL.NS,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,,,,,,SRMCL
,SUPERSPIN.NS,SUPER SPINNING MILLS LTD.,,,,,,SUPERSPIN
,UNITEDTE.NS,UNITED TEXTILES LTD.,,,,,,UNITEDTE
,SILINV.NS,SIL INVESTMENTS LTD.,,,,,,SILINV
,SURYALAXMI.NS,SURYALAKSHMI COTTON MILLS LTD.,,,,,,SURYALAXMI
,SAMTEX.NS,SAMTEX FASHIONS LTD.-$,,,,,,SAMTEX
,CITYMAN.NS,CITYMAN LTD.,,,,,,CITYMAN
,DHANROTO.NS,DHANALAXMI ROTO SPINNERS LTD.,,,,,,DHANROTO
,DAMODARIND.NS,DAMODAR INDUSTRIES LTD.-$,,,,,,DAMODARIND
,SANBLUE.NS,SANBLUE CORPORATION LTD.,,,,,,SANBLUE
,UNIROYAL.NS,UNIROYAL INDUSTRIES LTD.,,,,,,UNIROYAL
,TATIAGLOB.NS,TATIA GLOBAL VENNTURE LTD.,,,,,,TATIAGLOB
,SUNILTX.NS,SUNIL INDUSTRIES LTD.,,,,,,SUNILTX
,SRINACHA.NS,SRI NACHAMMAI COTTON MILLS LTD.-$,,,,,,SRINACHA
,KDL.NS,KKRRAFTON Developers Ltd,,,,,,KDL
,SAMBANDAM.NS,SAMBANDAM SPINNING MILLS LTD.-$,,,,,,SAMBANDAM
,KANDAGIRI.NS,KANDAGIRI SPINNING MILLS LTD.-$,,,,,,KANDAGIRI
,CHITRTX.NS,CHITRADURGA SPINTEX LTD.,,,,,,CHITRTX
,PARASPETRO.NS,PARAS PETROFILS LTD.,,,,,,PARASPETRO
,KITEX.NS,KITEX GARMENTS LTD.,,,,,,KITEX
,CRANEX.NS,CRANEX LTD.,,,,,,CRANEX
,BATLIBOI.NS,BATLIBOI LTD.-$,,,,,,BATLIBOI
,AUSTENG.NS,AUSTIN ENGINEERING CO.LTD.,,,,,,AUSTENG
,UNIDT.NS,UNITED DRILLING TOOLS LTD.,,,,,,UNIDT
,FLUIDOM.NS,FLUIDOMAT LTD.,,,,,,FLUIDOM
,EMAINDIA.NS,EMA INDIA LTD.,,,,,,EMAINDIA
,WINDMACHIN.NS,WINDSOR MACHINES LTD.,,,,,,WINDMACHIN
,SHANTIGEAR.NS,SHANTHI GEARS LTD.,,,,,,SHANTIGEAR
,MIVENMACH.NS,MIVEN MACHINE TOOLS LTD.,,,,,,MIVENMACH
,HONDAPOWER.NS,Honda India Power Products Ltd,,,,,,HONDAPOWER
,HITECHGEAR.NS,The Hi-Tech Gears Ltd,,,,,,HITECHGEAR
,ELGIEQUIP.NS,ELGI EQUIPMENTS LTD.,,,,,,ELGIEQUIP
,UVDRHOR.NS,UNITED VAN DER HORST LTD.,,,,,,UVDRHOR
,KLBRENG-B.NS,KILBURN ENGINEERING LTD.,,,,,,KLBRENG-B
,BIRLAPREC.NS,BIRLA PRECISION TECHNOLOGIES LTD.,,,,,,BIRLAPREC
,YUKEN.NS,YUKEN INDIA LTD.-$,,,,,,YUKEN
,TIMKEN.NS,TIMKEN INDIA LTD.,,,,,,TIMKEN
,VOITHPAPR.NS,VOITH PAPER FABRICS INDIA LTD.-$,,,,,,VOITHPAPR
,SOLIMAC.NS,SOLITAIRE MACHINE TOOLS LTD.,,,,,,SOLIMAC
,DIACABS.NS,Diamond Power Infrastructure Limited-$,,,,,,DIACABS
,INDSILHYD.NS,INDSIL HYDRO POWER AND MANGANESE LTD.-$,,,,,,INDSILHYD
,TMTIND-B1.NS,TMT (INDIA) LTD.,,,,,,TMTIND-B1
,ITL.NS,ITL INDUSTRIES LTD.-$,,,,,,ITL
,FRONTSP.NS,FRONTIER SPRINGS LTD.,,,,,,FRONTSP
,PRAJIND.NS,PRAJ INDUSTRIES LTD.,,,,,,PRAJIND
,RASANDIK.NS,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,,,,,,RASANDIK
,YOGISUNG.NS,YOGI SUNG-WON (INDIA) LTD.,,,,,,YOGISUNG
,HLEGLAS.NS,HLE Glascoat Ltd,,,,,,HLEGLAS
,GUJAPOLLO.NS,GUJARAT APOLLO INDUSTRIES LTD.,,,,,,GUJAPOLLO
,TANAA.NS,TANEJA AEROSPACE & AVIATION LTD.-$,,,,,,TANAA
,CONART.NS,CONART ENGINEERS LTD.-$,,,,,,CONART
,MINALIND.NS,Minal Industries Limited,,,,,,MINALIND
,MMFL.NS,M.M.FORGINGS LTD.-$,,,,,,MMFL
,IYKOTHITE.NS,IYKOT HITECH TOOLROOM LTD.,,,,,,IYKOTHITE
,MAYURUNIQ.NS,MAYUR UNIQUOTERS LTD.-$,,,,,,MAYURUNIQ
,CENLUB.NS,CENLUB INDUSTRIES LTD.,,,,,,CENLUB
,RAJOOENG.NS,RAJOO ENGINEERS LTD.-$,,,,,,RAJOOENG
,DOLPHIN.NS,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$,,,,,,DOLPHIN
,VJLAXMIE.NS,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,,,,,,VJLAXMIE
,AHMDSTE.NS,AHMEDABAD STEELCRAFT LTD.,,,,,,AHMDSTE
,GET&D.NS,GE T&D India Ltd,,,,,,GET&D
,RAMRAT.NS,RAM RATNA WIRES LTD.-$,,,,,,RAMRAT
,JAYNECOIND.NS,JAYASWAL NECO INDUSTRIES LTD.,,,,,,JAYNECOIND
,KPIL.NS,Kalpataru Projects International Ltd,,,,,,KPIL
,NMSRESRC.NS,NMS Resources Global Ltd,,,,,,NMSRESRC
,CANDOUR.NS,Candour Techtex Ltd,,,,,,CANDOUR
,TIGLOB.NS,T & I GLOBAL LTD.,,,,,,TIGLOB
,CONTROLPR.NS,CONTROL PRINT LTD.-$,,,,,,CONTROLPR
,BEMHY.NS,BEMCO HYDRAULICS LTD.,,,,,,BEMHY
,ANSALBU.NS,ANSAL BUILDWELL LTD.-$,,,,,,ANSALBU
,WEIZMANIND.NS,WEIZMANN LTD.,,,,,,WEIZMANIND
,BNRSEC.NS,B.N.RATHI SECURITIES LTD.,,,,,,BNRSEC
,RISHITECH.NS,RISHI TECHTEX LTD.,,,,,,RISHITECH
,SINCLAIR.NS,SINCLAIRS HOTELS LTD.-$,,,,,,SINCLAIR
,SAFARI.NS,SAFARI INDUSTRIES (INDIA) LTD.,,,,,,SAFARI
,ZBINTXPP.NS,BINAYAK TEX PROCESSORS LTD.,,,,,,ZBINTXPP
,JJFINCOR.NS,J.J.FINANCE CORPORATION LTD.,,,,,,JJFINCOR
,COSMOFE.NS,COSMO FERRITES LTD.-$,,,,,,COSMOFE
,CROPSTER.NS,Cropster Agro Ltd,,,,,,CROPSTER
,FUTURSEC.NS,FUTURISTIC SECURITIES LTD.,,,,,,FUTURSEC
,SANCTRN.NS,SANCO TRANS LTD.,,,,,,SANCTRN
,ADORMUL.NS,ADOR MULTIPRODUCTS LTD.,,,,,,ADORMUL
,EIHAHOTELS.NS,EIH ASSOCIATED HOTELS LTD.-$,,,,,,EIHAHOTELS
,MEDICAPQ.NS,MEDI-CAPS LTD.-$,,,,,,MEDICAPQ
,OTCO.NS,OTCO INTERNATIONAL LTD.,,,,,,OTCO
,MORGANITE.NS,MORGANITE CRUCIBLE (INDIA) LTD.,,,,,,MORGANITE
,BAPACK.NS,B&A Packaging India Limited,,,,,,BAPACK
,ABAN.NS,ABAN OFFSHORE LTD.,,,,,,ABAN
,KOKUYOCMLN.NS,KOKUYO CAMLIN LTD.-$,,,,,,KOKUYOCMLN
,SRMENERGY.NS,SRM ENERGY LTD.,,,,,,SRMENERGY
,BHARATSE.NS,BHARAT SEATS LTD.-$,,,,,,BHARATSE
,CONTPTR.NS,CONTINENTAL PETROLEUMS LTD.,,,,,,CONTPTR
,NBFOOT.NS,NB FOOTWEAR LTD.,,,,,,NBFOOT
,MACPLASQ.NS,MACHINO PLASTICS LTD.-$,,,,,,MACPLASQ
,PEARLPOLY.NS,PEARL POLYMERS LTD.,,,,,,PEARLPOLY
,VENKEYS.NS,VENKY'S (INDIA) LTD.,,,,,,VENKEYS
,ADVANIHOTR.NS,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,,,,ADVANIHOTR
,GVFILM.NS,GV FILMS LTD.,,,,,,GVFILM
,SUPERHOUSE.NS,SUPERHOUSE LTD.,,,,,,SUPERHOUSE
,RAMAVISION.NS,RAMA VISION LTD.,,,,,,RAMAVISION
,TCPLPACK.NS,TCPL PACKAGING LTD.-$,,,,,,TCPLPACK
,SHRIGANG.NS,SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LTD.,,,,,,SHRIGANG
,PURITY.NS,PURITY FLEX PACK LTD.,,,,,,PURITY
,BALMLAWRIE.NS,BALMER LAWRIE & CO.LTD.,,,,,,BALMLAWRIE
,KOVAI.NS,KOVAI MEDICAL CENTER & HOSPITAL LTD.,,,,,,KOVAI
,ELDEHSG.NS,ELDECO HOUSING & INDUSTRIES LTD.,,,,,,ELDEHSG
,MICROSE.NS,MICROSE INDIA LTD.,,,,,,MICROSE
,DCMSHRIRAM.NS,DCM Shriram Limited,,,,,,DCMSHRIRAM
,DCMSRIND.NS,DCM SHRIRAM INDUSTRIES LTD.-$,,,,,,DCMSRIND
,MAWANASUG.NS,MAWANA SUGARS LTD.,,,,,,MAWANASUG
,MINID.NS,MINI DIAMONDS (INDIA) LTD.,,,,,,MINID
,MAHAPEXLTD.NS,MAHA RASHTRA APEX CORPORATION LTD.,,,,,,MAHAPEXLTD
,NILKAMAL.NS,NILKAMAL LTD.,,,,,,NILKAMAL
,NAHARPOLY.NS,NAHAR POLYFILMS LTD.,,,,,,NAHARPOLY
,3MINDIA.NS,3M INDIA LTD.,,,,,,3MINDIA
,JCHAC.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,,,,,,JCHAC
,JMFINANCIL.NS,JM FINANCIAL LTD.-$,,,,,,JMFINANCIL
,ADCINDIA.NS,ADC India Communications Limited-$,,,,,,ADCINDIA
,TNTELE.NS,TAMILNADU TELECOMMUNICATIONS LTD.,,,,,,TNTELE
,SUNRAJDI.NS,SUNRAJ DIAMOND EXPORTS LTD.,,,,,,SUNRAJDI
,RIIL.NS,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,,,,,,RIIL
,LINDEINDIA.NS,Linde India Limited,,,,,,LINDEINDIA
,INDBNK.NS,IND BANK HOUSING LTD.,,,,,,INDBNK
,JAIMATAG.NS,JAI MATA GLASS LTD.,,,,,,JAIMATAG
,LOTUSCHO.NS,LOTUS CHOCOLATE CO.LTD.,,,,,,LOTUSCHO
,PACIFICI.NS,PACIFIC INDUSTRIES LTD.,,,,,,PACIFICI
,CMMHOSP.NS,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,,,,,,CMMHOSP
,UNIOFFICE.NS,UNIVERSAL OFFICE AUTOMATION LTD.,,,,,,UNIOFFICE
,APMIN.NS,APM INDUSTRIES LTD.-$,,,,,,APMIN
,PRECWIRE.NS,PRECISION WIRES INDIA LTD.,,,,,,PRECWIRE
,KRYPTONQ.NS,KRYPTON INDUSTRIES LTD.,,,,,,KRYPTONQ
,SWISSMLTRY.NS,Swiss Military Consumer Goods Ltd,,,,,,SWISSMLTRY
,MARBU.NS,MARTIN BURN LTD.,,,,,,MARBU
,INDTONER.NS,INDIAN TONERS & DEVELOPERS LTD.-$,,,,,,INDTONER
,KUNSTOFF.NS,KUNSTSTOFFE INDUSTRIES LTD.,,,,,,KUNSTOFF
,SCI.NS,SHIPPING CORPORATION OF INDIA LTD.,,,,,,SCI
,SIKA.NS,SIKA INTERPLANT SYSTEMS LTD.,,,,,,SIKA
,ITI.NS,ITI LTD.,,,,,,ITI
,DREDGECORP.NS,DREDGING CORPORATION OF INDIA LTD.,,,,,,DREDGECORP
,PHRMASI.NS,PHAARMASIA LTD.,,,,,,PHRMASI
,PODDARHOUS.NS,Poddar Housing and Development Ltd,,,,,,PODDARHOUS
,NFL.NS,NATIONAL FERTILIZERS LTD.,,,,,,NFL
,IPRINGLTD.NS,IP RINGS LTD.-$,,,,,,IPRINGLTD
,PIIND.NS,PI Industries Ltd,,,,,,PIIND
,PLASTIBLEN.NS,PLASTIBLENDS INDIA LTD.-$,,,,,,PLASTIBLEN
,YASHINNO.NS,Yash Innoventures Ltd,,,,,,YASHINNO
,KKPLASTICK.NS,Kkalpana Plastick Limited,,,,,,KKPLASTICK
,WATERBASE.NS,WATERBASE LTD.,,,,,,WATERBASE
,FLEXFO.NS,FLEX FOODS LTD.-$,,,,,,FLEXFO
,GOLKUNDIA.NS,GOLKUNDA DIAMONDS & JEWELLERY LTD.,,,,,,GOLKUNDIA
,APCOTEXIND.NS,APCOTEX INDUSTRIES LTD.,,,,,,APCOTEXIND
,FORTISMLR.NS,Fortis Malar Hospitals Limited,,,,,,FORTISMLR
,MASTEK.NS,MASTEK LTD.,,,,,,MASTEK
,EIMCOELECO.NS,EIMCO ELECON (INDIA) LTD.,,,,,,EIMCOELECO
,SAYAJIHOTL.NS,SAYAJI HOTELS LTD.,,,,,,SAYAJIHOTL
,ASHIANA.NS,ASHIANA HOUSING LTD.-$,,,,,,ASHIANA
,SVAMSOF.NS,SVAM SOFTWARE LTD.,,,,,,SVAMSOF
,ECOBOAR.NS,ECOBOARD INDUSTRIES LTD.,,,,,,ECOBOAR
,DVL.NS,Dhunseri Ventures Ltd-$,,,,,,DVL
,TIHIL.NS,Trans India House Impex Ltd,,,,,,TIHIL
,MAHEPC.NS,Mahindra EPC Irrigation Ltd,,,,,,MAHEPC
,MITSHI.NS,Mitshi India Ltd,,,,,,MITSHI
,SHUKJEW.NS,SHUKRA JEWELLERS LTD.,,,,,,SHUKJEW
,MAZDA.NS,MAZDA LTD.-$,,,,,,MAZDA
,SOVERDIA.NS,SOVEREIGN DIAMONDS LTD.,,,,,,SOVERDIA
,MENONBE.NS,MENON BEARINGS LTD.-$,,,,,,MENONBE
,MUKATPIP.NS,MUKAT PIPES LTD.-$,,,,,,MUKATPIP
,GUJRAFFIA.NS,GUJARAT RAFFIA INDUSTRIES LTD.,,,,,,GUJRAFFIA
,SIMPLEXINF.NS,SIMPLEX INFRASTRUCTURES LTD.,,,,,,SIMPLEXINF
,INNOVTEC.NS,INNOVATIVE TECH PACK LTD.,,,,,,INNOVTEC
,SUPTANERY.NS,Super Tannery Limited,,,,,,SUPTANERY
,CONSTRONIC.NS,Constronics Infra Ltd,,,,,,CONSTRONIC
,AXTEL.NS,AXTEL INDUSTRIES LTD.,,,,,,AXTEL
,PRECISION.NS,PRECISION CONTAINEURS LTD.,,,,,,PRECISION
,VRWODAR.NS,V R WOODART LTD.,,,,,,VRWODAR
,APIL.NS,Avi Products India Ltd,,,,,,APIL
,POONAWALLA.NS,Poonawalla Fincorp Ltd,,,,,,POONAWALLA
,HINFLUR.NS,HINDUSTAN FLUOROCARBONS LTD.,,,,,,HINFLUR
,KINGFA.NS,Kingfa Science & Technology (India) Ltd-$,,,,,,KINGFA
,PATIDAR.NS,Patidar Buildcon Limited,,,,,,PATIDAR
,RAMAPHO.NS,RAMA PHOSPHATES LTD.,,,,,,RAMAPHO
,VENLONENT.NS,VENLON ENTERPRISES LTD.,,,,,,VENLONENT
,PETPLST.NS,PET PLASTICS LTD.,,,,,,PETPLST
,POLYPLEX.NS,POLYPLEX CORPORATION LTD.,,,,,,POLYPLEX
,ALBERTDAVD.NS,ALBERT DAVID LTD.-$,,,,,,ALBERTDAVD
,HARLETH.NS,HARYANA LEATHER CHEMICALS LTD.,,,,,,HARLETH
,CARYSIL.NS,Carysil Ltd,,,,,,CARYSIL
,KABRAEXTRU.NS,KABRA EXTRUSIONTECHNIK LTD.,,,,,,KABRAEXTRU
,VINYLINDIA.NS,VINYL CHEMICALS (INDIA) LTD.,,,,,,VINYLINDIA
,PCCOSMA.NS,PEE CEE COSMA SOPE LTD.,,,,,,PCCOSMA
,TCMLMTD.NS,TCM LTD.,,,,,,TCMLMTD
,IOLCP.NS,IOL CHEMICALS & PHARMACEUTICALS LTD.,,,,,,IOLCP
,KESARPE.NS,KESAR PETROPRODUCTS LTD.,,,,,,KESARPE
,VINATIORGA.NS,VINATI ORGANICS LTD.-$,,,,,,VINATIORGA
,LACTOSE.NS,LACTOSE (INDIA) LTD.,,,,,,LACTOSE
,TEEAI.NS,TEESTA AGRO INDUSTRIES LTD.,,,,,,TEEAI
,AARTIIND.NS,AARTI INDUSTRIES LTD.,,,,,,AARTIIND
,PNTKYOR.NS,PENTOKEY ORGANY (INDIA) LTD.,,,,,,PNTKYOR
,WANBURY.NS,WANBURY LTD.,,,,,,WANBURY
,RESONANCE.NS,RESONANCE SPECIALTIES LTD.-$,,,,,,RESONANCE
,GAEL.NS,GUJARAT AMBUJA EXPORTS LTD.,,,,,,GAEL
,RCF.NS,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,,,,,,RCF
,KOPRAN.NS,KOPRAN LTD.,,,,,,KOPRAN
,AIMCOPEST.NS,AIMCO PESTICIDES LTD.,,,,,,AIMCOPEST
,SEYAIND.NS,SEYA INDUSTRIES LTD.,,,,,,SEYAIND
,JAYAGROGN.NS,JAYANT AGRO-ORGANICS LTD.,,,,,,JAYAGROGN
,BCLIND.NS,BCL Industries Ltd-$,,,,,,BCLIND
,SHHARICH.NS,SHREE HARI CHEMICALS EXPORT LTD.,,,,,,SHHARICH
,INDOBORAX.NS,INDO BORAX & CHEMICALS LTD.-$,,,,,,INDOBORAX
,AARTIDRUGS.NS,AARTI DRUGS LTD.,,,,,,AARTIDRUGS
,BODALCHEM.NS,BODAL CHEMICALS LTD.,,,,,,BODALCHEM
,ORCHPHARMA.NS,Orchid Pharma Ltd,,,,,,ORCHPHARMA
,VIMTALABS.NS,VIMTA LABS LTD.-$,,,,,,VIMTALABS
,BIOFILCHEM.NS,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,,,,,,BIOFILCHEM
,ISHITADR.NS,ISHITA DRUGS & INDUSTRIES LTD.,,,,,,ISHITADR
,MARKSANS.NS,MARKSANS PHARMA LTD.,,,,,,MARKSANS
,UNIVSTAR.NS,UNIVERSAL STARCH-CHEM ALLIED LTD.,,,,,,UNIVSTAR
,AAREYDRUGS.NS,AAREY DRUGS & PHARMACEUTICALS LTD.,,,,,,AAREYDRUGS
,NORRIS.NS,NORRIS MEDICINES LTD.,,,,,,NORRIS
,ASINPET.NS,ASIAN PETROPRODUCTS & EXPORTS LTD.,,,,,,ASINPET
,CAMEXLTD.NS,CAMEX LTD.,,,,,,CAMEXLTD
,EVEXIA.NS,Evexia Lifecare Ltd,,,,,,EVEXIA
,INDOEURO.NS,INDO EURO INDCHEM LTD.,,,,,,INDOEURO
,SYNCOMF.NS,SYNCOM FORMULATIONS (INDIA) LTD.-$,,,,,,SYNCOMF
,RIDDHI.NS,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,,,,,,RIDDHI
,SVCIND.NS,SVC INDUSTRIES Ltd,,,,,,SVCIND
,IPCALAB.NS,IPCA LABORATORIES LTD.,,,,,,IPCALAB
,KILITCH.NS,KILITCH DRUGS (INDIA) LTD.,,,,,,KILITCH
,RAAJMEDI.NS,RAAJ MEDISAFE INDIA LTD.,,,,,,RAAJMEDI
,REVAORG.NS,REVATI ORGANICS LTD.,,,,,,REVAORG
,CORALAB.NS,CORAL LABORATORIES LTD.,,,,,,CORALAB
,TULASEEBIOE.NS,TULASEE BIO-ETHANOL LTD.,,,,,,TULASEEBIOE
,BACPHAR.NS,BACIL PHARMA LTD.,,,,,,BACPHAR
,KREBSBIO.NS,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,,,,,,KREBSBIO
,KMCSHIL.NS,KMC SPECIALITY HOSPITALS (INDIA) LTD.,,,,,,KMCSHIL
,LAFFANSQ.NS,LAFFANS PETROCHEMICALS LTD.-$,,,,,,LAFFANSQ
,BHASKAGR.NS,BHASKAR AGROCHEMICALS LTD.,,,,,,BHASKAGR
,SUKHJITS.NS,SUKHJIT STARCH & CHEMICALS LTD.-$,,,,,,SUKHJITS
,SATAGRI.NS,Satiate Agri Ltd,,,,,,SATAGRI
,NEULANDLAB.NS,NEULAND LABORATORIES LTD.,,,,,,NEULANDLAB
,GAYATRIBI.NS,GAYATRI BIOORGANICS LTD.,,,,,,GAYATRIBI
,PODDARMENT.NS,PODDAR PIGMENTS LTD.-$,,,,,,PODDARMENT
,PHARMAID.NS,PHARMAIDS PHARMACEUTICALS LTD.,,,,,,PHARMAID
,VIVIDIND.NS,VIVID GLOBAL INDUSTRIES LTD.,,,,,,VIVIDIND
,PRIYALT.NS,PRIYA LTD.-$,,,,,,PRIYALT
,TIRUSTA.NS,TIRUPATI STARCH & CHEMICALS LTD.,,,,,,TIRUSTA
,JDORGOCHEM.NS,JD ORGOCHEM LTD.,,,,,,JDORGOCHEM
,ASHOKALC.NS,ASHOK ALCO-CHEM LTD.,,,,,,ASHOKALC
,AKSHARCHEM.NS,AKSHARCHEM (INDIA) LTD.-$,,,,,,AKSHARCHEM
,ADLINE.NS,Adline Chem Lab Ltd,,,,,,ADLINE
,BERLDRG.NS,BERYL DRUGS LTD.,,,,,,BERLDRG
,INDXTRA.NS,IEL Ltd,,,,,,INDXTRA
,ISTRNETWK.NS,iStreet Network Limited,,,,,,ISTRNETWK
,GAGAN.NS,GAGAN GASES LTD.,,,,,,GAGAN
,PARKERAC.NS,PARKER AGROCHEM EXPORTS LTD.-$,,,,,,PARKERAC
,SHUKRAPHAR.NS,Shukra Pharmaceuticals Ltd,,,,,,SHUKRAPHAR
,ALUFLUOR.NS,ALUFLUORIDE LTD.,,,,,,ALUFLUOR
,OXYGENTAPH.NS,Oxygenta Pharmaceutical Ltd,,,,,,OXYGENTAPH
,ARCHITORG.NS,ARCHIT ORGANOSYS LTD.,,,,,,ARCHITORG
,INDOAMIN.NS,INDO AMINES LTD.-$,,,,,,INDOAMIN
,INDSWFTLTD.NS,IND-SWIFT LTD.,,,,,,INDSWFTLTD
,NATCAPSUQ.NS,NATURAL CAPSULES LTD.,,,,,,NATCAPSUQ
,WELCURE.NS,WELCURE DRUGS & PHARMACEUTICALS LTD.,,,,,,WELCURE
,BIBCL.NS,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,,,,,,BIBCL
,SOTL.NS,SAVITA OIL TECHNOLOGIES LTD.,,,,,,SOTL
,HESTERBIO.NS,HESTER BIOSCIENCES LTD.,,,,,,HESTERBIO
